channel_id,video_id
UCD6GizyFPXR4fc5D3PFpSTg,1
UCD6YjjeAJQiT9ytdM2R8BeQ,2
UCD6fkbtlmwYK5inh-5yDgpQ,2
UCD6jqPNq2k3OmxkvYjM3BAQ,5
UCD72oJTTZbnVo8QWRyV3wRg,6
UCD7IJr3DU1k8-CpCucsTsaA,2
UCD7Ukqo5cpnp21CsBJJAMeQ,1
UCD7kbZQyYIR6RgJQYW9w0Tg,17
UCD8CFS_nj2_dBdSZu53wCcQ,3
UCD8VQvjkEYTwGsbBLYVLb4Q,10
UCD945ATthRKKmLLGbeFNayA,1
UCD9Sfx82k9EKYzxePZc0Hqg,1
UCD9dXbD_-NQPuk0-zbbgDrw,1
UCD9gJ0CoGT4TFk3qQsdyNyg,1
UCDAOK3MQRcdXbG9YwaVIH5Q,82
UCDAkfvsyi2aE9KQpRmb5wxQ,1
UCDAq6oTOKSi0iF0i89EytDg,3
UCDB1KJ2EtcdzcuTQPqn76NQ,1
UCDBaCWawExVOLESfLNhFO6Q,1
UCDCjjlRqykoPANN7nov3pOQ,1
UCDCs5SSjNXLzZxEP6DkGDmw,16
UCDDstfKTca1bJeySGjdPprg,2
UCDDzXh52rVjgf7HRAy3-YBA,1
UCDEy8JwgYV2YwU_YyFb2weg,17
UCDFEQvKIJvnOj39Gf7PUi0g,12
UCDF_Bb6LDhHbJDassMsZ68Q,2
UCDFfnwnak3lXyYCsIO21nPg,4
UCDFg8VFk1Hp38U40ss0aoiQ,1
UCDGUGr9opQGIpKq0WviBC-Q,1
UCDH13XQ8bNIIi80RQOryJ7Q,5
UCDH4inz2Kv8dl34aPX-xxoA,3
UCDH7ePs3Dp909u7hZeRVgNw,9
UCDHDjKlpYIszdXPNPS_Ti_Q,1
UCDHao9FxNRHw1VyLuGXI_rA,6
UCDHrxurSmzT1HFmu6MBjzqA,2
UCDHwXUqdsaZ4rWPXGuBknrw,6
UCDI5IfZGKC3iOcStCPwTG9A,3
UCDIuCY-EGVRGY56VfE7O7EA,2
UCDJ0qMmu6LH3kv6ymoaRFxw,2
UCDJFOAX8tW-AfRnQ1g76b-g,1
UCDJl_mzratZI-6VrFhxXPyw,2
UCDJwdGOu1qclueuSsUwaw8A,1
UCDKYu5vvZ3S154-S9tOF_BQ,2
UCDM2Xcji_N1JT8Ll8E_WYrg,113
UCDMM4iJV9XDDLPhbzk05ggA,1
UCDMbTNqWQPGqGilfwkKd6Hw,1
UCDMoNP3HADKAWeT2qeNuJBw,11
UCDMqE3ppX3Jl0_LVuJ_Rzag,1
UCDMw5chTsTKg7-fOyKe7YqA,2
UCDN-_nPU-4rKTMsb0RERtXg,4
UCDN4gb5G8X8lA1xgwQTSa4g,1
UCDN8AMGRjNYjhiJIfvsh5Fw,21
UCDNPha_jzc0D0HtUTWMT-6w,23
UCDNYNHfbybYHuosESteUxFg,2
UCDNqpsEKrBh8E8YWRupIMcw,1
UCDP9EcAdSBLq3QFUSU2CxEg,1
UCDPD2LAruS4RWMFHfbj5s5A,3
UCDPehME9qwDFaEHOJu-5Xzg,3
UCDQLlLqXj6RJNc2qDUo9SBw,6
UCDQOmxHaNEHO3PzK7lfAYvg,5
UCDSEcT2SUWE-SltfhoJtcVg,1
UCDSWb-hc5-jjL3M3GzZKCDg,2
UCDTk313cqLPJQlSDaT64d3Q,83
UCDTth2ilnxyr4c9wfNiwqaA,1
UCDUTWoi81FB-lL9FiAzDljg,4
UCDUlBOLm_NjVGUcjb27lubw,1
UCDVUJq9upHTG9NOmX9e0rnw,1
UCDWLINxQ9XML1Sj3vHEmyWg,1
UCDWLdRzsReu7x0rubH8XZXg,2
UCDWQsHvM1p3uAJRbCmbVR2g,1
UCDXDA9RLrN6qG2NukatO5uw,1
UCDXFpvoirsKvLgL6Rw7cD9w,45
UCDXxL9kdG-IRcxgh4y4aN-A,1
UCDYWUDMMgxT-yWnnidqQGHQ,1
UCDZ4wPaHNUsU7je-uSuieMQ,41
UCDZpgosvLeWPDTnoLzQxNHw,3
UCDZvNoIH2IuiAyvMFJoKmng,1
UCD_1rY741Ok1SBBjJIaNbYw,1
UCD_3kz0NpAfGveFEJHmJU8A,3
UCD_9W-mAm0_uM3BCJmb7giA,3
UCDaneoTXhWctuPeAvFMghWA,1
UCDatBjNBkcWM-xIFQTa212A,1
UCDb0Xgt6CgO6-ukx0tDP2lA,1
UCDbAWGbnNvuoMqY3gdW2rHg,1
UCDbAi40-xo98C-KlWFO6KOQ,3
UCDcBRHMUFUIws2sVs-0fDLw,1
UCDcl7jRA1D4aurE2lZ-e-Gw,13
UCDd6Tn_qiNK7qO1ua-R8YAA,1
UCDdCW27qk1nIdKLqWDBpTLQ,5
UCDf4zaE_kxa6jU0RQnNzsqQ,1
UCDf7MKx09q9gHDCnOaxvOEQ,21
UCDf7fsZZ60gD7ixaBGfChAQ,2
UCDfKrR5c4d9sfjnTieVvQSg,1
UCDfUAM2yaTqmvmYTYiqpBqw,5
UCDfvFLfRUoJsu0KBLJfbcLw,1
UCDgcl7nYR4gqdmUunJflZfQ,10
UCDgvd7xzJLVKhHK3lBFvI_A,1
UCDhoCsEyiHlJ76r_qNVuHNg,104
UCDiEEIly_W_fiQfcseyteCw,1
UCDiSmC9H1lsTdz21G45OYAA,1
UCDiy2j84o81ojxNz3RizlbA,2
UCDjDES98iYRi7d-d9HZRdjw,8
UCDjOx9EdQ_zGpUWX1bR2KNg,1
UCDjkmaC2P3GLrazxBHB6zVg,1
UCDkM5CLTtn5vayQU_ieKjbQ,1
UCDl1iuZ4sbEFw3YkXAhjf4A,5
UCDlR_Nqrhq4MAUIea2CqrSA,3
UCDlTfSPnbEqDAdZYqi41DtQ,1
UCDlfMBayFvWDymBNRya3Ifw,1
UCDlhmtfS5M_hXRyN0RsbQTA,2
UCDlmbyTxMANWkh3tOG6BhQg,1
UCDmxC0-UzH9BOqXN6v0tMRw,2
UCDn4KseX8W3mSJgywyI3XNA,1
UCDnCzWI3cKSExdlDfuB3Zeg,5
UCDnHsQ3F1UT5ZoqAZhht_HA,19
UCDnLpL2SGR1KeOZP7s_Nxng,1
UCDnRFCr5QG8dmx8yONJaVXg,9
UCDnq05Q89oYq-Tz5boL73Tw,90
UCDoiiV4ZS8wKU4S8bfp_nPA,1
UCDqTdACfPIQtm5RAWYNcktg,7
UCDqkux3AH7P9hRjmunoUeAQ,1
UCDqsfIdDHhIyjwwYhqnV5Zg,2
UCDr-1l77NWKOjRocXSENN0g,1
UCDrbgFS-rC-_W0Z_j-iT8bQ,1
UCDrgtURqp7vRV2wGnMU3xxw,2
UCDsVmikR5N5RqJY2aoLiX9A,55
UCDt8BZXr3Vcpmbqw9bunPqw,1
UCDtHLMSg21AimTyDFQfPnaw,1
UCDtM_brfN0sYLdfPeF5gV9w,1
UCDtx6VT5ep1hNpUbBwfBqPQ,4
UCDuIm77kHyG0Ez6405VdBMA,2
UCDuPs0v9G7_dTn3Aiau53tw,1
UCDuoGibPBc6jbMJfyPX2-jw,1
UCDv5e3BPdrSiX-rrqYt_KmA,1
UCDvJoqjh_Z4h-0WfZqG4GOQ,1
UCDwo_nDuFQ0c2Ydo_AgrGgw,87
UCDxoR6esMoGQRIIKV5R21Sw,1
UCDy5n4YEOg6daXPT-P-eESA,5
UCDynilcgKuXtu78tpkmSO7w,1
UCDz6w8QHoximdVpLHwHCgJw,6
UCDzsHjIDc56qnTGmuEXQeHA,1
UCE-ErkFfCLTAbzePnjJeJ4A,2
UCE-QaMy_n-JT0RptyVuuRig,2
UCE0itWeYEHyfSOUAzhyaVhw,1
UCE0wgJLOBo8f87WsfQ9c7yg,1
UCE1-XAqZSIISY5sLmHcHsEg,1
UCE1icXzSi-6Mfmfw1PqS05A,1
UCE2M5J8u0afS1twU6RRVKng,1
UCE37qFzX7i0dXKZZV8xVcOQ,3
UCE39DjunmBPDzWs2zjERIdA,1
UCE41HQGI0Ln91HQKQYAn9CA,29
UCE4jY-yFTEY2uHv1mKXmzGA,1
UCE4qlKT8vJzOryUyi1ai7tQ,1
UCE530iztENn10dOxMhO0xWg,1
UCE5hhQgR-D5KRKXmOMv1BFg,2
UCE60Iibfi-q6YWLz0M4LyZA,28
UCE6665Vk5xoHy5qQreJRiug,2
UCE6BfZIzgJl2VvlRXW74BQQ,1
UCE6NtEyFoLvZCxLoZu6UtVA,1
UCE7Ewb35YBWO9TNjfiL6BbA,1
UCE7qCkNkOm_kppJDWQzNnVA,1
UCE8GtYOMXY0TXHv4_vOOzpg,1
UCE9xu1XvSRpuMkNZTol-qKA,3
UCE9yHZh7s9GkN9uxdFPLsQQ,3
UCEC3qihHfRVlZdxfA_zZ8bA,1
UCECK12d7IT5yNuqbxNYatQA,1
UCECLFUMfkrODKn7lW0q1lxA,41
UCECnmRKm11_h4QtdM2t3YqA,1
UCECs2QPEUC-3fNsDYJM1BjQ,2
UCEDVNRwLAgHmbv0CKtZlOTA,2
UCEE7_ShSfXmB955WVqT9oKg,4
UCEENCcTlC3EYcsQYqnNEwIA,4
UCEF5cDseJenlyLwfQNx5LoA,3
UCEFDutTzCeD_N-WSwwF8eVA,1
UCEFTTJFLp4GipA7BLZNTXvA,2
UCEG9f_tldDSO0Ye71PmHwfA,1
UCEGAltRg_F4kLi8Wejj8d4Q,13
UCEGSjwKZV1GnqRKOqxwM9Gw,2
UCEGYu1QhbR2J6J_n2qgg7Jw,1
UCEHCDn_BBnk3uTK1M64ptyw,2
UCEHZeAjdkSE3vHzQ0ntdKRA,379
UCEHeiKwS9qQnoQaaJJX8XwQ,1
UCEIDuQicTubnlFEqhfrZwAQ,1
UCEIEJhFqtQbsohAuYWps6jw,12
UCEIgmc59uz-sbZFoirxXePw,3
UCEJJNLbL_jmrgdz3plyh77Q,1
UCEJWPvd8ZPrYf5Ynhg4hMfg,2
UCEJfS63Kfg9LIaow2WghHgw,7
UCEK4WN58GTnIcz6qqmrdCJA,6
UCEKWXRsfUHkan-D_ljU8Asw,97
UCEKjWYp5HDxNxSHWx8LjBpA,4
UCEKuGYUaY7DN1TuAhJWA_pw,1
UCELDsVpzanmQHIjog-myiew,5
UCEMpgSnj9r2qDd_3iAcuEhw,6
UCEN6GKM6r5s_iy4jf2tDamQ,1
UCENJrH7N603rOX2nT1u5FlQ,2
UCENUNXI93JXYjX-qcP-keUQ,3
UCENc-ImCfgkqHbCWIDhMkwg,4
UCENf_Z3iMZF-k5DlwLx2Daw,1
UCENmT1i3oi9fecPjg1bGC8g,2
UCEODzMblOhiVIqaaF3SFmKw,1
UCEOoQPaSEFiE12eL-J3Qp_Q,5
UCEPMCywJ6FPZpQ_aPEZt5JA,32
UCEPXRKt3dOIzeA0HKmPfsKA,1
UCEPwS21kjKmP7jSq2dLAsVA,1
UCEPyWMI7ncvA2BQ4PLNRg1g,4
UCEQKaek6vbpJ3rUoo4g_INg,2
UCEQR1HcVYR2ppeGlI0c13rA,1
UCER1jlnoMIPotE0eWO8xRrg,1
UCER54XOE4WUGo--doZIRGoA,6
UCES06IR_0KBozPbl7zta5kg,1
UCESS83e6O69fFgP697-coDQ,2
UCETXsG1K3vaYSJQM4oNeLYQ,1
UCETuC5PoI0J9lvbWXhyxyBw,1
UCETxOvOv9_44-CUzsPlzyxQ,2
UCEURW9LIHM-i-e0fl3mzTMQ,8
UCEV0p4hFute9-Wk-XsIUzyA,1
UCEV6bsiC42qevMvSI37WVQg,57
UCEVRS8gOlqB5JQz0W2KzgtA,1
UCEVSzpvRUh9EO4gBllje7ww,1
UCEVbe_5cc7Uq92df-mBfKpw,1
UCEWHoHLo89dkQJR_axIupEA,8
UCEWbEj1yRI0BX0PUnO4H6HA,1
UCEWiIE6Htd8mvlOR6YQez1g,13
UCEXEnmMOUzyxIgJ_rGj1yVA,1
UCEXb2S6_SOxgg82dxN-Vgbw,2
UCEXfvgV4A8BOK9UWYCQS3_A,1
UCEXscQqFDoV29C49kC9q5CQ,2
UCEYXVNEZZHkF2-5k3zXFTdw,1
UCEYiA-xD9KwT1q4lNnMw6Gg,1
UCEZ-pyFNV2z0TbN8gHzkovg,1
UCEZVU74ffV9MGIcfsIxWDbw,1
UCEZuB-X7zOLGP87dfo0Hq0g,4
UCE_3UANp7bIyEavkMWnj1Xg,1
UCEaN2Tk8jNLad_n-pime0dQ,1
UCEaWolR5zP-6rIuSrgOMqOQ,3
UCEbPrgvBYTkNUQ7VvnunLPw,1
UCEbSFlR3VwtYoexQ0bjY2Ag,1
UCEcG7OB29YoFecq0w7xv9fw,9
UCEczy4MXkPSC7lA_7xq0dWQ,2
UCEdOlDXI04E8-hZDWKRlPwQ,2
UCEdu5KpbyMXz5W32WWb15dg,1
UCEeAHVP1LvuD_XORpg0nvKA,3
UCEeEF6pHN8fCcM7m94rh24A,1
UCEf3iNiTHsc29mQsWjWtSaA,1
UCEfQ-eF0wsnZR1y7Dc4RBBg,1
UCEfY31ZQGeF3yu6L8N45VTw,4
UCEg3PHVR0vt3azbs_Qk_6cw,38
UCEgmxTQ3TLiym5VbYTg1ObQ,6
UCEgyfKkEWmOPAamFPUNkjDw,2
UCEhDVoEgxRADjmgsaEk5CuA,1
UCEhnoDvuuEjZ2yi9CxALPxg,83
UCEiSyh3prDt23YVyzp9GOcQ,1
UCEj6SZKfFlXQ5q3tvnUUnug,1
UCEjRQ7qrHalnvbC6fqEjprQ,9
UCEkVRS19XlsngWQvn0ezJiw,2
UCElo7DxcmmQbAUt0_rTkJng,4
UCEmplxr7OCH-yPGTU-pnNBg,1
UCEng_ffn7FqjaRWExZNpQYQ,2
UCEnljl36yzQjNLb-xvfG4DQ,6
UCEo6D4edZdU-s5y2S5hxi3Q,1
UCEoTebV7r3EKBXjMO1JXdmA,1
UCEoqNAlan2UT79FvgFUEtzg,2
UCEp5218w9GPtPIE3K70p11g,1
UCEp6wI1bKW2BiZoPl2lRUow,8
UCEp7zsrvL6XH63tGZYTEO0A,2
UCEpzXZkydhp3ARs2sZZzL1w,22
UCEqIhgWdvjnmG2bCvisOq2A,1
UCEqUccIlllPwryJOi0AhANw,9
UCEqc1WYZ4u5rkcYbLV715bg,10
UCEqi-jUMnTGMggPSiCE81AA,1
UCEqiqcvzSCw2rV9UKMebpTA,1
UCEqnfofW3tK245lulSWPiug,1
UCEqtuE522h-a3zuveM9PhUQ,2
UCEr0LgUFoq2yW7Af_1WUYOw,1
UCErX4CQeesrYOs03fufBiHQ,14
UCEs2_5-ji9AB8z-HXLJUR8A,8
UCEsNvowTNq3g04REKtoscpA,1
UCEt1v9ofst4MmdAj0NIdVdA,6
UCEu4HKfH0jGe0qY-j2uIjbw,1
UCEvfYfVtqBGEYbtfWpVkz1g,2
UCEwDnh3NHYTjHuEA4eYisbA,2
UCEwKMXfktjqfaT9JoPB6r-A,2
UCEwKVklkNWUw-JpzcvneGmw,1
UCEwi3-J8frU_Ksz9iULh9Og,10
UCEwzp7_pyfwcHGGXJhchSQw,1
UCEyCIJiwI1-_nWvcjcFy9pw,1
UCEyI40pkLPFbCu_Osy7RefQ,2
UCEyoqQQK4vWWZZ57banT6Kg,1
UCEz7utxUno0BWNsrCHUwjDg,5
UCEzB47eM-HZu04f4mB2nycg,4
UCEzogfiMVbOClaZDVkWmhCg,12
UCF-CfI_Sg10uHgzkkZsTWYg,3
UCF-aIi0zXNwZZucGtWk4pug,4
UCF0ESdfmAZOkiszPXkUzmWg,8
UCF0RyOO4yWy_w9ej-usTmPw,1
UCF0lnBdxcrxuDBsciwzZFzQ,5
UCF1JIbMUs6uqoZEY1Haw0GQ,141
UCF1OOqrsruWs3gbGf22gM7g,3
UCF1aCJmEIt84EfhOfl7UMXw,1
UCF1jEg_pAur0t2T0KZGJ4Og,5
UCF1qbWkYxB4GnGvwwEWluVQ,1
UCF28lCagF3DecxZwWMAt1cQ,2
UCF2JUOrdEysOAHvlwGPfkEg,1
UCF2fWtddGOn24jhkyZZAQTw,40
UCF2p6ioSb_qc853a7gjkXJA,1
UCF2x9rLMtybplUJqIP27xJQ,1
UCF3YP2US-aneLZyBUawaPow,1
UCF3s6huEehmk4_wMZDvoSXQ,2
UCF435tPiMxNVnnq49sHe6Fg,1
UCF4jx8yQBX4rKt5xsLnCP7A,1
UCF4piUI3U7RZNHoszeeu8ZQ,9
UCF54xLPsBzmc-uAcZVaCmCg,1
UCF5gfpgIysmuNXi19kb1vZw,1
UCF5xUEhQmikPvc48JgQ5c5w,1
UCF6DAj69H3V7ugbmwAZUuPA,1
UCF7OCrLtEg46oX2zRTq1mPA,1
UCF7gQPtBaS81H3i0abLPaYg,1
UCF7rOxVIoYOpzhEOYTZM6DA,2
UCF8EOH5Ty0kk76qpK4-JNxQ,1
UCF8VcKM7FoRY-Y_EJBkLdkA,1
UCF9B5skmjvP3T7pa8O0p0BA,2
UCF9S22oL-8pLXRy4mVKNoZA,3
UCFADOJs9hYhaHa6IMTRVjxA,4
UCFAY2SDsmZQM-M0sYwU2Kkg,6
UCFBYQqysz99WaZNxD89LgFg,4
UCFBgecl8W1LhYeQlzOrT-HA,1
UCFC869YT8RT4bHXybcs3lcA,1
UCFCLm6HxfrIH_NSRgqqbpAg,1
UCFCXMZlPj488toRxD2Qiesw,1
UCFDOqQLVWUUV5I7-1-Y41zw,3
UCFDQ8wPKLuZF4MgbVCsc5rQ,12
UCFDbA3GDO1QOmDVs11KNOjg,4
UCFDfivmXqym0uLmwal_wIBw,2
UCFDirNrS9Syn9btSlA04iUg,1
UCFDu_q_3Jnv8nxL7FhWtJVg,2
UCFEUpDNYbPlWaHqhiNwAvOg,1
UCFEYbqOi__QEy3EOaumkiSA,35
UCFF12914X-JxXYsftXyKd2Q,1
UCFF379wfvg8ptaJDalnr2rA,4
UCFFbwnve3yF62-tVXkTyHqg,47
UCFFr2uM1GdYCgyb0ibsMobg,4
UCFG9dxGl5wh5gcN1sHglz-g,8
UCFGimjLpFp1ejhlDZS0cMhQ,10
UCFHhFwEdsLs2wuvh1YdChHw,3
UCFJ3KNcHl6D34XEq06EPubw,3
UCFJCT7u2Rpxt9O4syjAJvZA,84
UCFJFvmAhEW5Uf0WA1A2-IGw,1
UCFJkx9EHLYAx4cvEQVqNSmA,1
UCFJwOfA_7sEG2j0ZrnYPXkw,2
UCFKBFiZXxJMvvwXzR9_v5kw,1
UCFKKiMjxgWnr1gjCVIF8_Mw,1
UCFKn479v4C78N9FPVlIxjUw,1
UCFKrbHKFDXN2xeDYKPQ5UiQ,6
UCFKvQA2y_QJuSVOcYJ6xy1g,2
UCFLThAQKBzF-zYV_MtR7t4A,11
UCFLkA7aveE0c3pwnSvEThiQ,2
UCFLnAGAM9Iqb_UTYDTOA49g,7
UCFMnXnkGQvciSwSrXSLNo2w,1
UCFMsDphgnXQoyWG7KUANlwQ,1
UCFMuPbKZIKPsEwPWjD44Ndg,2
UCFN0n5brSiQgPIoo34FBoNg,1
UCFNEAHiL0IrFKP9G41ox99A,2
UCFOTYZswxgmeR6KZuI-H2Gw,2
UCFOc-wDce_GgLW-71WgeOAA,2
UCFPBbFoFLnG1DqerPSa2DqA,1
UCFPwKvRRAaHuEq8ipoi16_w,1
UCFQ68RvkMQwKcRG3TPVe3FQ,13
UCFQ9AY7oyEqRS7iVXJLNSmw,9
UCFQF6ktoM_Zku7tjNDHDH2g,1
UCFQZf5xSQvJUumEY6JZq5Pw,1
UCFR-5wxXOjlOXw9e_nMXjVQ,2
UCFRqRcLGWrTx-jxOBe3AdNA,1
UCFS0kJn9tzR1QX6W2oghxGQ,3
UCFSN6sevjpNHIW1OnNzwZoQ,2
UCFSwJWimyZf2nGhorMtigrw,1
UCFTUiFZ7bQcfhuPfvBSGLQQ,1
UCFTtrxmEhd1pu-_ShK8XeIg,12
UCFUD58mzY8XJ26S_SvMNxug,1
UCFUeDBnNPFKZR3aw3XDQ-tw,1
UCFVUakC5ueTu7g8sr43_g2g,40
UCFVWHa07-3tFakZ4ScH8Chg,1
UCFVcppnAM82_V1rJr0fwdpQ,4
UCFWahiKvKgRAZqG3KOydHtg,3
UCFWbN2zOyzWIWO0hXKk5tZA,1
UCFWlF5jpuWlor8KI-lE3YfA,1
UCFX8go5jeQ_9_Pk9WFl5tmA,1
UCFXBoiHlQ641PyVcuMw9NMw,2
UCFXqmzkVYYYYQH92-wCj5RQ,9
UCFY0P8v7nY1JEEn5lEGWm3A,1
UCFYRx4_tu-Rnrd85RUyKolg,3
UCFZ50HLm3ejBxSSz-yKzPnw,1
UCFZylYrvuQwF8x9w_sdhuDA,3
UCF_jW9iWpoTeCmx4aKPMRzQ,10
UCFa4EiHIrNkipX4K-Xts2LA,2
UCFaHKVsssaoZxM4WZLU0pCA,15
UCFaJ-uLNAp9Lna672dX6Gkg,2
UCFagoh59UhkQt6Q_xF-MSzg,2
UCFau2OwZtHveEwIR9huOqxw,2
UCFbB6t2h34fSDDaQBbp33yA,1
UCFbf3PNEnIO8rVnjWVYlOVg,1
UCFbrGMiVSI-86RNNhsa9PKw,1
UCFbvT3I_yQ9RVNZfFkeBNLQ,2
UCFcj5QCLC7i8uJhhxIoB1vA,3
UCFe8bdSS6SFWLdYHdy4IuiA,1
UCFeIPY_Xa9hddLEIQHCJVpg,1
UCFeWIU9K_qKx9aQsQmXlD7Q,2
UCFfldk8HR3DqDSS-7GpR4Jw,1
UCFhpEDcRu0T3f3BkIR8GR0A,2
UCFisGcI0Y1r5X3Rq_h0AniQ,4
UCFj3-vSPzNsao9-VHXi6eTw,1
UCFjHv9ugeayEMCecGXR4KtA,2
UCFjQanTjD6r-01uw3uGC3jQ,1
UCFjZf1bfPpiT3VGRKny-9wA,2
UCFjkuZnWh5oy7QCNYvgfy8A,1
UCFk2qpStVlJTkgedostU4kQ,11
UCFkby1gaR1Wox-0XC1mCagw,2
UCFkkCvAsFzFsmYsj9eEu0Xg,3
UCFky8ObE-LEJ1iLZS3ciZHw,1
UCFmn3pdctcNV8zTZGrCQxng,3
UCFnFnOt3RSoBJcr-3DV5ORg,1
UCFnqFwxNS2kEKgbPVC3xcHg,1
UCFnwR5lxGbFTJl6YGwkvSRQ,3
UCFoJtGX2BVGuGSOT7cSXxKg,1
UCFoKhHkTTona6AHtBEHwajA,1
UCFoMTYk_nJfpxckD8MKrdZA,8
UCFopfEHpNp7HoRhwxeRmdcQ,1
UCFpGuWlXTz3KvjleLrZSj5w,1
UCFpWHGjasvy7T04plhfYFpA,1
UCFpucVji17yoRVo8gG9sMMw,10
UCFqEvDXE6fAOJ6MzfTjtGbw,2
UCFqqQIG8Pu_oVY2NP0gnKDA,9
UCFqyJFbsV-uEcosvNhg0PaQ,18
UCFrDlSNsOoR25kfMn5VfS6g,1
UCFroR2mxprTcRZxxMxwoM0w,11
UCFs1EfGU5r0E5SDhr2uSDMw,1
UCFs6l30oKhWdHefSHjNas3Q,3
UCFs9b_YD0JNvBHYdJFA-Q1A,96
UCFtx6J672iFEfrAme7JWWjg,2
UCFu2rAOPVc9hXLB0bOjr6mA,2
UCFu4MmcRqMsXrkWiD32h9HA,1
UCFuQzZIE18bdA5f5QzHejsg,4
UCFuxLOUo41P3eEAW8U-Dwjg,1
UCFvEr-H-2biF-AkjXwhYhwQ,6
UCFvg0uMniP5m87J8QOwG8yg,1
UCFwphCi0VCIgB2Z_wxq5ntg,2
UCFx437jSydhhu8qFGd8d5ow,3
UCFxM68w58Xqnh2-qujPLjzg,3
UCFxjwt8JDOCD04IYSayM5dQ,4
UCFxzmhsnScm2PlU_WphULvg,29
UCFyHPfaRdqFarxeJXLVpUMQ,1
UCFyhWn3HYaBwTUvqKPvMnxw,1
UCFyoXlP-TV3mSQOB4o-v6cw,1
UCFz0HG_CyxWWynwQwKEbj0A,1
UCFz7Oh6sZ2JrQvrCmfBuycA,2
UCFz8SL_Xyzxjbb6vbQgrcgw,4
UCG-4jJlULUDgTs4UbDlFajQ,1
UCG-DtDzk64PaJHM0Wanj8NA,1
UCG0ZBOEf1_S2sPFR5aTIaGw,3
UCG0Zxj8XrGs_7GaZ_5BCCZg,3
UCG0aHr_6NZUiHQWkz2zAw1A,1
UCG1-22fo1sIhXGuXYpTRqaA,1
UCG13oeJU1DKnLIxHNrNi-TA,4
UCG1L2LfWKubbn_2RKTU7oYg,14
UCG2P5uuWoy_2p1dRLeB6iRg,3
UCG314K8QnJ0hFqAdWvblTPg,2
UCG34LUg7UwEJitOuZktQcOA,22
UCG3cdyxT_Uw-H0FTgvpttkg,1
UCG4PoT6sA0rg2h1bH5hvCiw,6
UCG4RxBuP0cBiRXCTB2z4Sug,2
UCG4Tyjez1GdUSTsZL67UlEg,1
UCG4ZwNPcwJ-Ccbe4Jp-MhBQ,14
UCG5PcVwD7Rgll3KVVE_bqrQ,1
UCG5TBPANNSiKf1Dp-R5Dibg,7
UCG6YMBL07m7JeehctajcibQ,1
UCG7GwaHTUx8qQZzEr_HpS9Q,5
UCG7g_xnUixqXRtolxmGi8iw,2
UCG82mNqzc_fAmuH8qXmTrpA,2
UCG8BkKaMYQAn_xHeHjPHwJw,3
UCG8RaucXk-JUmu5MVTS2AKA,1
UCG9SipDlbBJfjIR5LwuoPwQ,2
UCG9SumQnh64OaiLKxF9Ez8Q,2
UCG9VprlJDWe8qprLpf35PsQ,2
UCG9ZgFzHXK7HL1n5h-5dlTw,2
UCG9frA8km-U6Vg7zNCOLlXA,1
UCG9kvpkOuWqrQLwsKyePpfQ,39
UCG9uGaDGHWhkEVL3a1h6cDA,4
UCGA2OgjW608QEaGwxA7aRTg,1
UCGA5mt6g_04cAMS-oSSN7Ig,6
UCGACm3WFrhKY52xAUzUnHnA,1
UCGAqygatVj5LJDfPSD1S5DA,6
UCGAs6FhHJT27CpNLbR0iYGA,2
UCGBQ_wLv2xTZMaVhkKObBQg,2
UCGBVXwJWZn5Ad9UaD_cl8cg,5
UCGCwTgBJFgqKBID-uPaFNXA,4
UCGE51pI9ZggyiQgA4tRYVFg,1
UCGEEukMfdTeZWWBd-lLk89Q,5
UCGF0Wj0YfbEJqBpSns6PU8g,1
UCGFJLPfbyYhOP5FfX7_rWFw,1
UCGFXun9euFsSwPvwXBGqN5A,1
UCGG2Jjzzb5WotOEwzYmgEgg,9
UCGGGHMg7fRAjhOAwpYNmwcA,1
UCGGWjNekRs2sa_3MF8ifClQ,3
UCGGycIF5wl-L8VG-4gHakJw,1
UCGH2igDnkXo_J0A7OxMcJJg,2
UCGHRR63H7smmUKUPk6yFdYw,17
UCGIOTx9oZGJ7OVBQbQlgpTQ,1
UCGImpUJB01JLzZUTjQVN3NA,1
UCGIyD-Sza0AJbY6ydt1smTg,2
UCGJ9ZeHw42vWDxhfqeYLwSA,4
UCGKWPKtmmLuOiVV1eJ8PzaQ,1
UCGM2roVEB6nvSk5R3H0M0NA,2
UCGMSTdCoUYu_iv1GgsRmppQ,1
UCGMfZrns0j9gU97azE978Yw,3
UCGMrGpMw4nD4nMqARuEF3SQ,1
UCGN4w5idhFn_okbh59d1gig,7
UCGNGhjDEOb6mc48qRVYMO_w,1
UCGNMOAFFtI3hy-VWKLptABg,67
UCGNcWCBnCWt8fyvjv2WY0Rw,6
UCGPGBtUZpIkPj4GMIdM1L5w,4
UCGPR1v6GJNbBae7wFK6eM6Q,4
UCGPZPSud29E4ufjNadqErcA,132
UCGPZaCy-MNkceKoxY28BPGw,1
UCGQ9NNDyIwfD9XY3nXF48yg,1
UCGQFHHbVDp5wOZ8So_QEonw,124
UCGQcDUi6BKvU9OarZK0hwyg,19
UCGR4Yea2p_bJO1h7ZoNFb1A,1
UCGRbtqiBP4utvcgTe3n6Zuw,1
UCGRlQLcSK9B7o0yKjWDQb2Q,1
UCGRm3c_oKxfHWo0zkQz7TJw,1
UCGRviTlu59T99i244wr0LqA,1
UCGSLH_5EGpS2eEkjEOkZLIg,1
UCGT9yoUmadn9QULWzBO64lA,2
